Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Change,VPN access to CMM Gui via Orange MPLS,SMXBID-1800,93015,Closed,Minor,Done,09/Mar/20 11:05,03/Nov/20 11:18,,,,,,,Configuration Changes,yn731,XBID-ServiceDesk,,
Incident,At 02:05 REN didn't recieve the NSF file via sftp.,SMXBID-1799,93003,Closed,Minor,Resolved,07/Mar/20 18:09,11/Mar/20 09:14,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,short therm outage of primary communication channell of SM,SMXBID-1798,93002,Closed,Minor,Not a Bug,07/Mar/20 14:05,17/Mar/20 15:36,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,ComTrader connection lost ,SMXBID-1797,93001,Closed,Minor,Not a Bug,07/Mar/20 13:44,03/Apr/20 12:39,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Reset password,SMXBID-1795,92999,Closed,Minor,Resolved,07/Mar/20 08:23,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Order Report TC540 change since XBID2.0,SMXBID-1793,92987,Closed,Minor,Fixed,06/Mar/20 14:26,18/Jun/20 14:27,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,ComTrader Certificate Expiry 01.02.2020,SMXBID-1792,92966,Closed,Trivial,Resolved,06/Mar/20 12:03,16/Mar/20 09:13,,,,,,,New Account & Certificate Requests,wn626,XBID-ServiceDesk,,
Problem,ICCC notifications are duplicated,SMXBID-1791,92946,Closed,Minor,Fixed,06/Mar/20 10:04,16/Mar/20 14:09,,,,,,,Critical Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,EMCO needs a new personal certificate,SMXBID-1790,92917,Resolved,Trivial,Done,05/Mar/20 13:47,05/Mar/20 16:25,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Maintenance,"[XBID PROD]Maintenance needed to replace SSL certificate; March 9th",SMXBID-1789,92916,Closed,Minor,Fixed,05/Mar/20 13:46,09/Mar/20 10:54,,,,,,,Maintenance Notification,ub113,XBID-ServiceDesk,,
Customer Service Request,"JOC 10/3 13-14h (SF, APs, Minutes)",SMXBID-1788,92915,Closed,Minor,Done,05/Mar/20 13:44,02/Apr/20 11:14,,,,,,,Joint Operational Coordination,lw641,XBID-ServiceDesk,,
Incident,Internal error response from prod1.xbid,SMXBID-1787,92890,Closed,Minor,Resolved,05/Mar/20 10:13,16/Jun/20 13:44,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Problem,SSL certificate reneval,SMXBID-1786,92871,Closed,Major,Resolved,04/Mar/20 16:10,09/Mar/20 09:40,,,,,,,Report a problem or bug,ub113,Escalated,XBID-ServiceDesk,
Incident,ATC calculation incorrect in GUI,SMXBID-1785,92804,Closed,Minor,Fixed,03/Mar/20 14:19,18/Jun/20 14:26,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"PW-reset, CMM-PROD",SMXBID-1784,92761,Resolved,Minor,Not a Bug,03/Mar/20 10:23,03/Mar/20 10:28,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Incident,Com Trader connection lost ,SMXBID-1783,92699,Closed,Minor,Not a Bug,02/Mar/20 11:34,20/Apr/20 10:28,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Urgent Please: 3 New Certificates for Convex in CMM PROD,SMXBID-1782,92697,Closed,Trivial,Done,02/Mar/20 10:53,02/Mar/20 12:21,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Change,"XBID CutePX, access to SFTP, TGE",SMXBID-1781,92553,Closed,Minor,Rejected,26/Feb/20 08:13,26/Feb/20 09:16,,,,,,,Configuration Changes,ub113,XBID-ServiceDesk,,
Customer Service Request,Missing 3 elements of historical data,SMXBID-1780,92540,Closed,Minor,Done,25/Feb/20 16:09,20/Mar/20 13:19,,,,,,,Request for Historical or Archival Data,ub113,XBID-ServiceDesk,,
Problem,Lost orders due to set limitations on private queues,SMXBID-1779,92442,Resolved,Minor,Duplicate,24/Feb/20 14:58,27/Feb/20 15:38,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request," XBID PROD Cert Request for CMM and SM, JAO S.A.",SMXBID-1778,92421,Closed,Trivial,Done,24/Feb/20 10:24,24/Feb/20 11:23,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,Create JIRA account for SVK,SMXBID-1777,92383,Closed,Trivial,Resolved,21/Feb/20 10:14,21/Feb/20 16:03,,,,,,,New Account & Certificate Requests,lw641,XBID-ServiceDesk,,
Customer Service Request,"OPSCOM | DBAG Operational Call 25/02",SMXBID-1776,92371,Closed,Minor,Resolved,20/Feb/20 18:07,12/Mar/20 16:00,,,,,,,Joint Operational Coordination,ub113,XBID-ServiceDesk,,
Customer Service Request,Request for new certificate for Super Admin account in Shipping Module,SMXBID-1775,92358,Closed,Trivial,Done,20/Feb/20 15:25,24/Feb/20 10:27,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,API/AMQP,SMXBID-1774,92342,Resolved,Minor,Resolved,20/Feb/20 11:08,27/Feb/20 14:36,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID CutePX, access to SFTP, TGE",SMXBID-1773,92339,Closed,Trivial,Rejected,20/Feb/20 10:26,25/Feb/20 14:53,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,API/AMQP,SMXBID-1772,92305,Resolved,Minor,Declined,19/Feb/20 14:24,20/Feb/20 10:57,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Change,Connctivity details for PSE for DST tests,SMXBID-1771,92290,Closed,Minor,Rejected,19/Feb/20 12:14,25/Feb/20 14:52,,,,,,,Configuration Changes,ub113,XBID-ServiceDesk,,
Customer Service Request,Blocked passwords for user ESOADM01 for CMM and SM,SMXBID-1770,92190,Closed,Minor,Resolved,17/Feb/20 09:06,17/Feb/20 10:41,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,Archive Data for Regulatory Reporting,SMXBID-1769,92188,Closed,Minor,Done,17/Feb/20 08:39,02/Mar/20 11:07,,,,,,,Request for Historical or Archival Data,ub113,XBID-ServiceDesk,,
Customer Service Request,AlarmTilt SMS messages for PSE,SMXBID-1768,92182,Closed,Minor,Done,15/Feb/20 16:50,04/Mar/20 15:47,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Problem,Escalating ticket from minor incident to major one doesn't trigger ICCC call,SMXBID-1767,92166,Closed,Major,Resolved,14/Feb/20 12:16,08/Feb/21 09:10,,,,,,,Report a problem or bug,lw641,XBID-ServiceDesk,,
Problem,Lack of intermediate certificate for 10.103.0.11:60003 and 10.103.1.11:60003,SMXBID-1766,92164,Closed,Minor,Fixed,14/Feb/20 11:34,09/Mar/20 15:09,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Incident,TEST 2 Minor ticket to be scalated,SMXBID-1765,92148,Closed,Major,Resolved,14/Feb/20 10:22,08/Feb/21 09:38,,,,,,, Minor Incident,lw641,Escalated,XBID-ServiceDesk,
Incident,TEST ICCC,SMXBID-1764,92147,Closed,Major,,14/Feb/20 10:09,,,,,,,,Critical Incident,lw641,Escalated,XBID-ServiceDesk,
Customer Service Request,password reset CMM-prod,SMXBID-1763,92146,Resolved,Minor,Rejected,14/Feb/20 10:07,18/Feb/20 08:35,,,,,,,Password Reset & Account Unlock,yq577,XBID-ServiceDesk,,
Incident,TEST ICCC minor escalated,SMXBID-1761,92144,Closed,Major,Not a Bug,14/Feb/20 10:02,14/Feb/20 10:14,,,,,,, Minor Incident,lw641,Escalated,XBID-ServiceDesk,
Customer Service Request,"Create sFTP access for ""TSO/PX name""",SMXBID-1760,92143,Closed,Minor,Won't Do,14/Feb/20 09:40,14/Feb/20 09:42,,,,,50 Hertz,,Information Request,yq577,XBID-ServiceDesk,,
Customer Service Request,Please create JIRA accounts for EMCO,SMXBID-1759,92142,Closed,Minor,Resolved,14/Feb/20 09:31,17/Feb/20 14:53,,,,,,,Password Reset & Account Unlock,lw641,XBID-ServiceDesk,,
Customer Service Request,Certificates and Passwords expiration distribution list,SMXBID-1758,92129,Closed,Trivial,Resolved,13/Feb/20 15:36,03/Mar/20 08:33,,,,,,,New Account & Certificate Requests,yq577,XBID-ServiceDesk,,
Customer Service Request,Open network connections for our new servers ,SMXBID-1756,92125,Resolved,Minor,Done,13/Feb/20 14:09,19/Mar/20 17:09,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,Deutsche Börse's SSL server certificate is about to expire,SMXBID-1755,92122,Closed,Trivial,Done,13/Feb/20 12:48,04/Mar/20 15:53,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,New certificate for CMM of prod environment,SMXBID-1753,92095,Closed,Trivial,Resolved,12/Feb/20 12:17,13/Feb/20 13:28,,,,,,,New Account & Certificate Requests,lw641,XBID-ServiceDesk,,
Customer Service Request,"OPSCOM | DBAG Operational Call ",SMXBID-1752,91950,Closed,Minor,Resolved,07/Feb/20 15:40,12/Mar/20 15:33,,,,,,,Joint Operational Coordination,ub113,XBID-ServiceDesk,,
Customer Service Request,ICCC notification raised without IMT ticket associated to it,SMXBID-1751,91931,Closed,Minor,Resolved,07/Feb/20 11:56,08/Feb/20 08:57,,,,,,,Joint Operational Coordination,ub113,XBID-ServiceDesk,,
Incident,TEST ticket to check AT configuration,SMXBID-1750,91963,Resolved,Minor,Not a Bug,07/Feb/20 11:03,08/Feb/20 08:52,,,,,,, Major Incident,,XBID-ServiceDesk,,
Customer Service Request,Creating a new JIRA Account,SMXBID-1749,91925,Closed,Trivial,Resolved,07/Feb/20 10:55,07/Feb/20 14:10,,,,,,,New Account & Certificate Requests,lw641,XBID-ServiceDesk,,
Problem,ICCC email notifications are sent out with ~15 minutes delay,SMXBID-1748,91923,Closed,Major,Resolved,07/Feb/20 10:40,09/Mar/20 10:41,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request,Please unlock JIRA account flabuda@minsait.com,SMXBID-1747,91918,Closed,Minor,Resolved,07/Feb/20 09:54,07/Feb/20 10:32,,,,,,,Password Reset & Account Unlock,lw641,XBID-ServiceDesk,,
Customer Service Request,Unauthorized _access in to CMM and SM for TEL ,SMXBID-1746,91915,Closed,Minor,,07/Feb/20 07:26,,,,,,,,Information Request,,XBID-ServiceDesk,,
Incident,Trading limit bug in PROD,SMXBID-1745,91904,Closed,Major,Rejected,06/Feb/20 16:05,07/Feb/20 10:45,,,,,,, Major Incident,lw641,XBID-ServiceDesk,,
Incident,Order execution report missing from SOB,SMXBID-1744,91861,Closed,Minor,Done,06/Feb/20 09:52,03/Mar/20 10:46,,,,,,, Minor Incident,lw641,XBID-ServiceDesk,,
Customer Service Request,"XBID Production Cert Request for IMT , PSE",SMXBID-1743,91827,Closed,Trivial,Done,05/Feb/20 12:48,06/Feb/20 12:32,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,OrdrExeRprt - UADD first and then UDEL? ,SMXBID-1742,91816,Closed,Minor,Resolved,05/Feb/20 11:11,21/Feb/20 11:09,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Historical Order and Trade data needed,SMXBID-1741,91814,Closed,Minor,Resolved,05/Feb/20 10:56,14/Feb/20 14:50,,,,,,,Request for Historical or Archival Data,ub113,XBID-ServiceDesk,,
Customer Service Request,"HUPX M7 API AMQP - host name, port number",SMXBID-1740,91788,Closed,Minor,Resolved,04/Feb/20 17:01,05/Feb/20 16:55,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID's Password expiry summary,SMXBID-1739,91787,Closed,Minor,Done,04/Feb/20 16:59,25/Mar/20 08:55,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SOB/SM ",SMXBID-1738,91785,Closed,Trivial,Done,04/Feb/20 15:53,05/Feb/20 14:11,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID's certificate expiration summary.,SMXBID-1737,91784,Closed,Minor,Done,04/Feb/20 15:39,25/Mar/20 17:01,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Expiration day Shipping Module users,SMXBID-1736,91772,Closed,Minor,Done,04/Feb/20 11:42,04/Feb/20 15:45,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,Request for new certificates for the CMM and SM in prod environment,SMXBID-1734,91742,Resolved,Trivial,Done,03/Feb/20 14:50,04/Feb/20 10:13,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,DBAG JIRA account locked,SMXBID-1733,91740,Resolved,Minor,Done,03/Feb/20 14:34,03/Feb/20 15:14,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Password reset for SPM ,SMXBID-1732,91712,Closed,Minor,Declined,31/Jan/20 19:47,03/Feb/20 09:11,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,"Disconnection from SOB: EPEX, HUPX, BSP",SMXBID-1731,91686,Closed,Major,Cannot Reproduce,30/Jan/20 20:31,26/Feb/20 15:23,,,,,,, Major Incident,lw641,XBID-ServiceDesk,,
Problem,Exchange User Password in XBID's Password expiry summary ,SMXBID-1730,91613,Closed,Minor,Resolved,29/Jan/20 12:01,05/Feb/20 14:55,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,Test request to check MS Edge compatibility,SMXBID-1729,91557,Closed,Minor,,28/Jan/20 12:22,,,,,,,,Information Request,,XBID-ServiceDesk,,
Incident,Slowness in the file generation in SM,SMXBID-1728,91545,Closed,Minor,Duplicate,28/Jan/20 09:49,28/Jan/20 14:17,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Expiration date for SM user,SMXBID-1727,91544,Closed,Minor,Done,28/Jan/20 09:43,28/Jan/20 12:55,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Unusual lag in the creation of SM files ,SMXBID-1726,91479,Resolved,Minor,Resolved,27/Jan/20 16:50,16/Mar/20 16:18,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM and SM, JAO",SMXBID-1724,91451,Closed,Trivial,Done,27/Jan/20 10:09,31/Jan/20 10:35,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID LIP A - Certificate Request for Email Communication - CROPEX,SMXBID-1723,91376,Closed,Trivial,Done,23/Jan/20 14:13,29/Jan/20 09:42,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,XBID SM Nomination File (CTS) includes Handover SA-SA within HUB,SMXBID-1722,91374,Closed,Minor,Not a Bug,23/Jan/20 13:34,24/Jan/20 09:19,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Get access to CWE Mailbox and Create an account on Customer Center,SMXBID-1721,91354,Closed,Minor,,23/Jan/20 10:18,,,,,,,,Password Reset & Account Unlock,,XBID-ServiceDesk,,
Customer Service Request,Jira/IMT certificate for Energinet user (MBJ),SMXBID-1720,91348,Resolved,Trivial,Done,23/Jan/20 08:38,23/Jan/20 09:26,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Email communication after new certificate for congestion@tennet-capacities.eu ,SMXBID-1719,91243,Resolved,Minor,Done,20/Jan/20 15:24,23/Jan/20 10:22,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,ATC Values displayed or calculated incorrectly,SMXBID-1718,91221,Closed,Minor,Not a Bug,20/Jan/20 13:28,20/Jan/20 15:45,,,,,,,Critical Incident,ub113,XBID-ServiceDesk,,
Task,Overbooking on DE-AT border on XBID-platform for 20.01.2020,SMXBID-1716,91196,Closed,Major,Not a Bug,19/Jan/20 23:15,21/Jan/20 11:26,,,,,,,,tj898,XBID-ServiceDesk,,
Customer Service Request,Historical Order Data missing,SMXBID-1715,91193,Resolved,Minor,Done,18/Jan/20 11:18,22/Jan/20 15:08,,,,,,,Request for Historical or Archival Data,yn731,XBID-ServiceDesk,,
Customer Service Request,Shipping Module issue,SMXBID-1714,91192,Resolved,Minor,Done,18/Jan/20 10:36,22/Jan/20 09:15,,,,,,,Request for Historical or Archival Data,yn731,XBID-ServiceDesk,,
Customer Service Request,IMT Cert Request for Production,SMXBID-1713,91190,Closed,Trivial,Done,17/Jan/20 17:49,22/Jan/20 10:18,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,unlocked account XBRTE001 for CMM ans SM PROD,SMXBID-1710,91164,Closed,Minor,Resolved,17/Jan/20 11:02,22/Jan/20 09:06,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,"Grid-Loss-Prod, Password reset",SMXBID-1709,91134,Resolved,Minor,Done,16/Jan/20 12:32,17/Jan/20 13:23,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Account unlock JIRA,SMXBID-1707,91123,Closed,Minor,Resolved,16/Jan/20 09:27,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,SFTP user reset,SMXBID-1706,91108,Resolved,Minor,Incomplete,15/Jan/20 15:00,15/Jan/20 15:41,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,New SSH key needed,SMXBID-1705,91093,Resolved,Minor,Resolved,15/Jan/20 11:31,15/Jan/20 15:42,,,,,,,Password Reset & Account Unlock,tj898,XBID-ServiceDesk,,
Customer Service Request,Password Reset,SMXBID-1704,91084,Resolved,Minor,Fixed,15/Jan/20 10:05,15/Jan/20 10:59,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,AST request for sFTP access,SMXBID-1703,91061,Closed,Minor,Resolved,15/Jan/20 08:33,12/Mar/20 16:14,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,Password reset PROD CMM,SMXBID-1702,91033,Resolved,Minor,Done,14/Jan/20 10:18,14/Jan/20 16:01,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,TTN request certificate & password for existing IMT account,SMXBID-1701,91001,Closed,Trivial,Done,13/Jan/20 16:00,16/Jan/20 11:35,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,sftp Endpoint access does not work,SMXBID-1700,90975,Closed,Minor,Duplicate,13/Jan/20 08:59,13/Jan/20 09:57,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Short conection loss between OTE and XBID sytem,SMXBID-1699,90970,Closed,Minor,Not a Bug,11/Jan/20 15:49,21/Jan/20 11:06,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Inactivation of JIRA account,SMXBID-1698,90955,Closed,Trivial,Resolved,10/Jan/20 13:03,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,Certificates and Passwords expiration distribution list,SMXBID-1697,90941,Closed,Trivial,Resolved,10/Jan/20 09:44,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Activity Report Download per interconnector ELES-APG,SMXBID-1696,90937,Closed,Minor,Duplicate,10/Jan/20 09:18,10/Jan/20 11:48,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,JIRA Accound,SMXBID-1695,90928,Closed,Minor,Resolved,09/Jan/20 16:05,14/Jan/20 13:43,,,,,,,Password Reset & Account Unlock,wn626,XBID-ServiceDesk,,
Customer Service Request,Modify JIRA/IMT accounts,SMXBID-1694,90917,Closed,Minor,Done,09/Jan/20 14:18,21/Jan/20 11:01,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Create an account on JIRA,SMXBID-1693,90870,Resolved,Minor,Resolved,09/Jan/20 07:46,09/Jan/20 13:31,,,,,,,New Account & Certificate Requests,wn626,XBID-ServiceDesk,,
Customer Service Request,sftp Endpoint access does not work,SMXBID-1692,90836,Closed,Minor,Not a Bug,08/Jan/20 11:29,13/Jan/20 09:46,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID PROD Cert Request for CMM.Amprion,SMXBID-1689,90763,Resolved,Minor,Done,07/Jan/20 11:03,07/Jan/20 13:06,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,XBID's Password expiry summary,SMXBID-1688,90735,Closed,Minor,Done,06/Jan/20 15:49,04/Feb/20 17:01,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,unlocked account XBRTE100 for CMM PROD,SMXBID-1686,90700,Resolved,Minor,Resolved,06/Jan/20 10:57,06/Jan/20 13:13,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,New Certificates for API Users needed,SMXBID-1685,90693,Closed,Minor,Done,06/Jan/20 09:02,07/Feb/20 11:07,,,,,,,New Account & Certificate Requests,wn626,XBID-ServiceDesk,,
Customer Service Request,XBID Prod Cert Request for CMM.Amprion ,SMXBID-1684,90691,Resolved,Minor,Done,05/Jan/20 08:18,06/Jan/20 08:26,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,unlock account to SM OTEAD006,SMXBID-1683,90690,Closed,Minor,Won't Do,04/Jan/20 22:55,06/Jan/20 07:58,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Incident,Access to SM via webservice,SMXBID-1682,90688,Closed,Minor,Not a Bug,04/Jan/20 09:56,07/Jan/20 13:59,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
