region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,65,56,Married,19,608,Some college,34,No,Female,2,Yes,No,Yes,Yes,14.55,69.5,0,20.25,68.3,964.85,4584.8,0,1300,4325.6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.6775909936175,4.24132675257075, ,3.00815479355255,4.22390976657674,6.41017488196617,Total service,No
Zone 1,64,37,Unmarried,10,44,College degree,9,No,Female,1,No,Yes,Yes,No,16.15,0,35.05,22,0,965.3,0,2337.25,1350,0,Yes,Yes,No,No,No,No,Yes,No,Yes,2.78192004966867, ,3.5567756134806,3.09104245335832, ,3.78418963391826,E-service,No
Zone 3,4,30,Unmarried,0,41,High school degree,0,No,Male,2,No,No,No,No,2,0,0,0,0,9.9,0,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,.693147180559945, , , , ,3.71357206670431,Plus service,Yes
Zone 1,67,45,Married,22,83,Some college,11,No,Female,2,No,No,Yes,No,27,0,0,10.75,0,1724.8,0,0,640,0,Yes,No,No,No,No,No,Yes,No,Yes,3.29583686600433, , ,2.37490575457367, ,4.4188406077966,E-service,No
Zone 2,22,35,Unmarried,12,28,High school degree,3,No,Male,2,No,No,No,No,6.6,0,0,0,0,180.55,0,0,0,0,Yes,No,Yes,Yes,No,No,No,No,No,1.88706964903238, , , , ,3.3322045101752,E-service,Yes
Zone 3,51,37,Married,17,101,High school degree,10,No,Female,2,No,No,Yes,No,14.95,0,0,9.5,0,736.85,0,0,480,0,Yes,No,No,No,No,Yes,Yes,No,No,2.7047112998367, , ,2.2512917986065, ,4.61512051684126,Plus service,No
Zone 1,50,28,Unmarried,6,28,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6.4,17.25,36.85,12.75,22,330.95,851.7,1869.4,600,997,Yes,No,No,No,No,Yes,Yes,Yes,No,1.85629799036563,2.84781214347737,3.60685561863535,2.54553127160444,3.09104245335832,3.3322045101752,Plus service,No
Zone 1,31,47,Married,18,35,High school degree,0,No,Male,2,No,No,No,No,11.95,0,0,0,0,390.6,0,0,0,0,No,No,No,No,No,No,No,No,No,2.48073127837752, , , , ,3.55534806148941,Basic service,No
Zone 3,4,28,Unmarried,0,39,High school degree,3,No,Female,1,Yes,No,Yes,No,7.1,15,0,12.75,0,23.8,70.45,0,25,0,No,No,No,No,Yes,Yes,Yes,No,No,1.96009478404727,2.70805020110221, ,2.54553127160444, ,3.66356164612965,Plus service,Yes
Zone 3,60,56,Unmarried,19,51,College degree,11,No,Male,1,No,Yes,Yes,Yes,15.25,0,57.45,28.5,67,873.7,0,3404.1,1630,4046.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.72457950305342, ,4.05091500429476,3.3499040872746,4.20469261939097,3.93182563272433,Total service,No
Zone 3,7,31,Married,12,31,High school degree,7,No,Female,6,No,No,No,No,5.05,0,0,0,0,38.05,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.61938824328727, , , , ,3.43398720448515,Basic service,Yes
Zone 3,20,40,Unmarried,2,209,College degree,15,No,Female,1,No,No,Yes,No,7.2,0,0,4.75,0,172.1,0,0,80,0,Yes,No,No,No,No,No,No,No,Yes,1.97408102602201, , ,1.55814461804655, ,5.34233425196481,E-service,No
Zone 2,19,23,Married,4,37,Some college,1,No,Female,4,Yes,Yes,No,No,8.4,17.5,24.8,0,0,136.05,302.5,446,0,0,No,No,No,No,Yes,Yes,No,Yes,No,2.12823170584927,2.86220088092947,3.21084365317094, , ,3.61091791264422,Plus service,Yes
Zone 3,58,37,Married,5,64,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,10.8,58.75,63.25,37.75,109.7,634.75,3525.55,3521.45,2305,6444.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.37954613413017,4.07329115302427,4.14709512760763,3.63098547569503,4.69774936728118,4.15888308335967,Total service,Yes
Zone 3,65,64,Unmarried,20,88,Some college,26,No,Female,1,Yes,Yes,Yes,Yes,15.1,36.25,39.9,24,48.8,1017.9,2202.45,2534.25,1620,3242.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.71469474382088,3.59043938130068,3.68637632389582,3.17805383034795,3.8877303128591,4.47733681447821,Total service,Yes
Zone 3,72,61,Married,34,61,Did not complete high school,8,No,Male,3,No,No,Yes,No,27.35,0,0,13.25,0,1980.15,0,0,895,0,Yes,No,No,No,No,No,No,No,No,3.30871652886799, , ,2.58399755243223, ,4.11087386417331,E-service,No
Zone 3,8,42,Unmarried,3,66,Some college,10,No,Male,1,No,No,Yes,Yes,1.95,0,0,27.5,21.5,16.85,0,0,185,157.55,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,.667829372575655, , ,3.31418600467253,3.06805293513362,4.18965474202643,Total service,No
Zone 2,33,40,Married,14,19,Some college,5,No,Male,2,No,No,Yes,No,5.05,0,0,8.5,0,178.9,0,0,315,0,No,No,No,No,No,No,No,No,No,1.61938824328727, , ,2.14006616349627, ,2.94443897916644,Basic service,No
Zone 3,18,34,Married,4,42,High school degree,14,No,Female,5,Yes,No,Yes,No,6.45,19,0,17,0,104.05,318.75,0,240,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.86408013080768,2.94443897916644, ,2.83321334405622, ,3.73766961828337,Total service,No
Zone 2,24,31,Married,6,41,High school degree,13,No,Male,5,Yes,No,Yes,No,8.5,20,0,13,0,196.8,480.7,0,275,0,No,No,No,No,Yes,Yes,Yes,No,No,2.14006616349627,2.99573227355399, ,2.56494935746154, ,3.71357206670431,Plus service,No
Zone 3,70,36,Unmarried,8,50,Did not complete high school,15,No,Female,1,No,No,Yes,No,20.55,0,0,20.75,0,1407.15,0,0,1370,0,Yes,No,No,No,No,No,No,No,No,3.02286094094224, , ,3.03254624667671, ,3.91202300542815,E-service,No
Zone 1,7,38,Unmarried,4,70,College degree,4,No,Male,1,Yes,Yes,Yes,Yes,3.85,19.25,38.35,7,17.7,26.65,127.5,250.3,40,129.55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1.34807314829969,2.95751106073379,3.64675452781327,1.94591014905531,2.87356463957978,4.24849524204936,Total service,Yes
Zone 3,70,59,Unmarried,27,85,Did not complete high school,19,No,Female,1,Yes,No,Yes,No,38.9,62.5,0,62,0,2711,4387.3,0,4220,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.6609942506244,4.13516655674236, ,4.12713438504509, ,4.44265125649032,Plus service,No
Zone 2,20,48,Married,21,45,Some college,2,No,Female,2,Yes,No,Yes,Yes,10.7,33,0,27.5,29.4,192.15,645.65,0,480,528.3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.37024374146786,3.49650756146648, ,3.31418600467253,3.38099467434464,3.80666248977032,Plus service,Yes
Zone 3,54,32,Married,12,27,Did not complete high school,9,No,Male,2,No,No,Yes,No,33.95,0,0,24.25,0,1801.3,0,0,1300,0,Yes,No,No,No,No,No,No,No,No,3.52488885400471, , ,3.18841661738349, ,3.29583686600433,E-service,No
Zone 3,36,48,Unmarried,28,29,Did not complete high school,2,No,Male,1,No,No,No,No,6,0,0,0,0,222.8,0,0,0,0,No,No,No,No,No,No,No,No,No,1.79175946922805, , , , ,3.36729582998647,Basic service,No
Zone 3,71,53,Married,29,48,College degree,0,No,Female,2,Yes,No,Yes,No,34.95,28.75,0,36,0,2506.05,2074.75,0,2560,0,Yes,No,No,No,No,Yes,Yes,Yes,No,3.55391846867982,3.35863776724336, ,3.58351893845611, ,3.87120101090789,Plus service,No
Zone 1,17,41,Unmarried,4,32,High school degree,3,No,Male,1,Yes,No,Yes,No,12.6,9.5,0,6.75,0,208,168,0,100,0,No,No,No,No,Yes,No,Yes,No,No,2.53369681395743,2.2512917986065, ,1.90954250488444, ,3.46573590279973,Plus service,No
Zone 1,18,45,Married,17,43,Did not complete high school,9,No,Male,3,Yes,No,Yes,No,4.45,17,0,13.75,0,78.65,287.3,0,245,0,No,No,No,No,Yes,Yes,Yes,No,No,1.49290409617815,2.83321334405622, ,2.62103882411258, ,3.76120011569356,Plus service,No
Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,0,No,Female,1,Yes,Yes,Yes,Yes,5.45,17.75,44.85,13.5,33.9,102.75,282.2,675.65,235,524.2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.69561560867515,2.87638551592142,3.80332358850481,2.60268968544438,3.5234150143864,2.77258872223978,Total service,Yes
Zone 3,38,30,Married,6,22,High school degree,3,No,Female,2,No,No,Yes,No,5.6,0,0,12.25,0,215.05,0,0,455,0,Yes,No,No,Yes,No,No,No,No,Yes,1.7227665977411, , ,2.50552593699074, ,3.09104245335832,E-service,No
Zone 1,52,45,Married,19,40,Some college,9,No,Female,3,No,Yes,Yes,Yes,8.45,0,34.35,14.5,34.1,512.65,0,1793.9,705,1740.7,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.13416644136908, ,3.53660201866836,2.67414864942653,3.52929738428947,3.68887945411394,Total service,No
Zone 1,46,48,Married,12,256,Some college,25,No,Male,6,Yes,Yes,Yes,Yes,13.8,31.75,43.65,18.75,66,612.55,1449,1961.75,835,3064.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.62466859216316,3.4578927253387,3.77620328228561,2.93119375241642,4.18965474202643,5.54517744447956,Total service,No
Zone 2,31,46,Unmarried,23,144,College degree,13,No,Male,1,Yes,No,Yes,No,7.6,15.25,0,9.75,0,271.55,501.15,0,290,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,2.02814824729229,2.72457950305342, ,2.27726728500976, ,4.969813299576,Plus service,No
Zone 2,23,31,Unmarried,10,45,College degree,0,No,Male,2,Yes,No,No,No,5,11.75,0,0,0,119.5,275.05,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.6094379124341,2.46385324059017, , , ,3.80666248977032,E-service,No
Zone 2,38,56,Married,34,34,High school degree,0,No,Female,3,No,No,No,Yes,7.8,0,0,0,24.65,272.75,0,0,0,888.45,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,2.05412373369555, , , ,3.2047769004887,3.52636052461616,Plus service,No
Zone 2,50,54,Unmarried,15,248,Some college,28,No,Female,1,Yes,No,Yes,Yes,11.05,17.25,0,5.5,29.15,497.9,833.85,0,270,1453.85,Yes,No,No,No,Yes,Yes,Yes,No,No,2.40243042796376,2.84781214347737, ,1.70474809223843,3.3724549127965,5.51342874616498,Plus service,No
Zone 2,16,49,Unmarried,17,41,High school degree,5,No,Male,1,Yes,Yes,No,Yes,4.1,14,39.15,0,31.8,62.45,260.05,620,0,521.35,No,Yes,Yes,Yes,No,No,Yes,No,No,1.41098697371026,2.63905732961526,3.66740042243681, ,3.45946628978613,3.71357206670431,Total service,No
Zone 2,14,34,Married,4,27,College degree,1,No,Female,2,Yes,Yes,Yes,Yes,6.05,23.5,36.25,20.5,37.85,90.2,313.8,454.45,260,474,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.80005827204275,3.15700042115011,3.59043938130068,3.02042488614436,3.63363097988346,3.29583686600433,Total service,No
Zone 2,30,52,Unmarried,23,17,Some college,3,No,Female,1,No,Yes,Yes,No,10.3,0,37.6,15.25,0,367.4,0,1106.4,420,0,Yes,No,No,Yes,No,No,No,No,No,2.33214389523559, ,3.62700405039585,2.72457950305342, ,2.83321334405622,E-service,Yes
Zone 3,22,47,Married,0,44,College degree,11,No,Female,3,Yes,Yes,Yes,Yes,9,21.25,50.75,57.25,57,194.55,466.9,1053.1,1220,1264.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.19722457733622,3.05635689537043,3.9269116179219,4.04742764243435,4.04305126783455,3.78418963391826,Total service,Yes
Zone 1,38,55,Married,12,135,High school degree,24,No,Male,4,Yes,No,Yes,No,12.15,31.75,0,16.25,0,467.75,1167.65,0,595,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.49732916978656,3.4578927253387, ,2.78809290877575, ,4.90527477843843,Total service,No
Zone 3,59,26,Married,3,41,College degree,1,No,Female,3,No,Yes,Yes,Yes,12.65,0,35.1,46.75,29.15,804,0,2099.25,2710,1707.1,Yes,No,No,Yes,No,No,No,No,No,2.53765721517353, ,3.55820113047182,3.8448142557347,3.3724549127965,3.71357206670431,E-service,Yes
Zone 2,54,55,Unmarried,1,587,Some college,33,No,Male,1,No,No,No,No,13,0,0,0,0,650.85,0,0,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.56494935746154, , , , ,6.3750248198281,Plus service,No
Zone 3,9,40,Unmarried,13,38,College degree,7,No,Female,1,Yes,Yes,Yes,Yes,3.35,21,42.4,17.5,59.55,37.7,179.8,329.05,125,482.1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.20896034583698,3.04452243772342,3.74714836223791,2.86220088092947,4.08681629580131,3.63758615972639,Total service,Yes
Zone 1,67,67,Married,38,49,High school degree,10,No,Female,2,No,Yes,Yes,No,14.3,0,29.25,25.25,0,924.55,0,1963.25,1675,0,Yes,No,No,Yes,No,No,No,No,Yes,2.66025953726586, ,3.37587957367787,3.22882615572137, ,3.89182029811063,E-service,No
Zone 2,24,44,Unmarried,19,33,Some college,0,No,Female,2,No,Yes,No,No,4.65,0,26.65,0,0,100.95,0,568.2,0,0,No,No,No,No,No,No,No,Yes,Yes,1.53686721959926, ,3.28278915061185, , ,3.49650756146648,Basic service,No
Zone 2,12,55,Married,13,36,Did not complete high school,5,No,Female,2,No,Yes,No,No,5.95,0,26.55,0,0,73.35,0,300.75,0,0,Yes,No,No,Yes,No,No,No,No,No,1.78339121955754, ,3.27902974768795, , ,3.58351893845611,E-service,Yes
Zone 1,26,47,Unmarried,13,54,Some college,0,No,Male,1,Yes,Yes,Yes,Yes,7.1,16,38.5,18,23.5,205.4,484.9,946.85,435,547.75,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1.96009478404727,2.77258872223978,3.65065824129374,2.89037175789616,3.15700042115011,3.98898404656427,E-service,No
Zone 2,3,32,Unmarried,4,58,High school degree,11,No,Male,4,Yes,Yes,Yes,Yes,2.75,15.75,29.5,9.25,28.55,5.7,49.65,50.5,15,67.7,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1.01160091167848,2.75684036527164,3.38439026334577,2.22462355152433,3.35165693610202,4.06044301054642,Total service,Yes
Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,4,No,Female,2,No,No,No,No,4.75,0,0,0,0,82.3,0,0,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1.55814461804655, , , , ,3.13549421592915,Total service,No
Zone 3,5,52,Married,0,97,Post-undergraduate degree,9,No,Male,2,Yes,Yes,Yes,Yes,3.1,16.5,35.25,25.5,40.3,12.9,83,127.35,115,162.75,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.1314021114911,2.80336038090653,3.56246552925828,3.23867845216438,3.69635146895264,4.57471097850338,Total service,Yes
Zone 3,58,53,Unmarried,19,207,Some college,12,No,Female,1,Yes,Yes,Yes,Yes,7.3,29.5,51.2,22,62.8,447.15,1653.9,2986.65,1250,3613.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.98787434815435,3.38439026334577,3.93573953204546,3.09104245335832,4.13995507347415,5.33271879326537,Total service,Yes
Zone 1,54,28,Married,2,21,Some college,3,No,Male,4,No,No,Yes,No,10.4,0,0,25.75,0,567.55,0,0,1395,0,No,No,No,No,No,No,No,No,No,2.34180580614733, , ,3.24843462710975, ,3.04452243772342,Basic service,No
Zone 2,52,39,Unmarried,6,119,Some college,18,No,Female,1,Yes,No,Yes,No,10.5,25,0,8.25,0,556.5,1280.9,0,450,0,No,No,Yes,No,No,No,No,No,Yes,2.35137525716348,3.2188758248682, ,2.11021320034659, ,4.77912349311153,Basic service,No
Zone 2,38,30,Married,10,25,Did not complete high school,5,No,Female,4,No,No,Yes,No,3.95,0,0,12,0,179.75,0,0,430,0,No,No,No,No,No,No,No,No,No,1.37371557891303, , ,2.484906649788, ,3.2188758248682,Basic service,No
Zone 2,19,46,Unmarried,5,59,Some college,17,No,Male,1,Yes,No,No,No,5.6,9,0,0,0,97.25,191.25,0,0,0,No,No,No,No,Yes,No,No,Yes,No,1.7227665977411,2.19722457733622, , , ,4.07753744390572,Basic service,No
Zone 2,22,33,Married,2,24,Did not complete high school,3,No,Male,4,No,No,No,No,7.1,0,0,0,0,153.4,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.96009478404727, , , , ,3.17805383034795,Basic service,No
Zone 1,49,35,Married,15,113,College degree,4,No,Male,5,No,No,No,No,16.1,0,0,0,0,818.45,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.77881927199042, , , , ,4.72738781871234,E-service,No
Zone 3,5,39,Unmarried,0,22,Did not complete high school,0,No,Female,2,Yes,No,Yes,No,4.7,19,0,9.25,0,32.95,106.85,0,30,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.54756250871601,2.94443897916644, ,2.22462355152433, ,3.09104245335832,Plus service,No
Zone 2,18,69,Unmarried,28,11,Did not complete high school,17,Yes,Male,1,No,No,No,No,3.85,0,0,0,0,62.75,0,0,0,0,No,No,No,No,No,No,No,No,No,1.34807314829969, , , , ,2.39789527279837,Basic service,No
Zone 3,43,29,Unmarried,4,33,Did not complete high school,13,No,Female,4,Yes,No,Yes,Yes,22.05,18.75,0,7.5,24.95,1042.95,830.75,0,345,1124.25,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.09331260189286,2.93119375241642, ,2.01490302054226,3.21687382219753,3.49650756146648,Plus service,No
Zone 3,17,50,Unmarried,2,205,Post-undergraduate degree,19,No,Male,1,Yes,Yes,No,Yes,6.95,21.25,37.95,0,36.65,121.45,371.2,523.75,0,620.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.9387416595767,3.05635689537043,3.63626950384164, ,3.60141342833266,5.32300997913841,Total service,Yes
Zone 2,37,33,Unmarried,4,41,Some college,8,No,Female,3,No,Yes,No,No,9.2,0,30.45,0,0,347.1,0,1158.9,0,0,Yes,No,No,No,Yes,No,No,No,Yes,2.21920348405499, ,3.41608599415591, , ,3.71357206670431,E-service,Yes
Zone 2,8,39,Unmarried,0,39,Did not complete high school,7,No,Female,1,Yes,No,No,No,3.15,10.75,0,0,0,29.05,83.55,0,0,0,No,No,No,No,No,No,No,No,No,1.14740245283754,2.37490575457367, , , ,3.66356164612965,Basic service,No
Zone 2,51,46,Married,8,107,High school degree,21,No,Female,6,Yes,No,Yes,Yes,17.3,25.75,0,23,37.4,840,1396.75,0,1155,1832.25,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.85070650150373,3.24843462710975, ,3.13549421592915,3.62167070442049,4.67282883446191,Plus service,No
Zone 1,71,55,Married,11,198,Did not complete high school,31,No,Female,3,Yes,No,Yes,No,17.8,44.25,0,32,0,1218,3058.5,0,2305,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.87919845729804,3.78985537145394, ,3.46573590279973, ,5.28826703069454,Plus service,No
Zone 1,56,53,Married,23,100,Post-undergraduate degree,14,No,Female,2,No,Yes,Yes,No,14.15,0,34.2,9.5,0,752.9,0,1988.65,560,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.64971462408925, ,3.53222564406856,2.2512917986065, ,4.60517018598809,E-service,No
Zone 3,70,68,Unmarried,21,1131,High school degree,45,No,Male,1,Yes,No,Yes,Yes,14.85,57.5,0,15,39.5,1104.4,3926.65,0,990,2798.25,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.69799986524871,4.0517849478033, ,2.70805020110221,3.67630067190708,7.03085747611612,Plus service,No
Zone 1,62,53,Unmarried,14,360,Some college,26,No,Female,2,Yes,No,Yes,No,31.9,53.25,0,16.5,0,1892.85,3232.05,0,890,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.4626060097908,3.97499780458953, ,2.80336038090653, ,5.88610403145016,Plus service,No
Zone 1,50,52,Married,22,162,High school degree,27,No,Female,2,Yes,Yes,Yes,Yes,12.85,24.25,49.2,14.25,42.85,599.05,1238.2,2498.35,725,2032.3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.55334381134123,3.18841661738349,3.89589362349826,2.65675690671466,3.75770564504379,5.08759633523238,Total service,No
Zone 3,1,31,Unmarried,3,29,Post-undergraduate degree,2,No,Female,3,No,Yes,No,No,1.45,0,25.25,0,0,1.45,0,25.25,0,0,No,No,No,Yes,No,No,No,No,Yes,.371563556432483, ,3.22882615572137, , ,3.36729582998647,Basic service,Yes
Zone 3,15,26,Unmarried,1,38,College degree,1,No,Male,2,No,Yes,No,No,7.4,0,35.4,0,0,91.7,0,483.5,0,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,2.00148000021012, ,3.56671182013973, , ,3.63758615972639,Total service,Yes
Zone 3,72,55,Married,24,82,Some college,25,No,Female,2,No,Yes,Yes,No,62.3,0,35.65,65.25,0,4333,0,2477.1,4915,0,Yes,No,No,No,Yes,Yes,No,No,Yes,4.13196142579341, ,3.57374914686031,4.1782260462028, ,4.40671924726425,E-service,No
Zone 2,69,47,Married,10,159,High school degree,24,No,Male,4,No,No,Yes,No,25.2,0,0,36.25,0,1714.7,0,0,2470,0,No,No,No,No,Yes,No,Yes,No,No,3.22684399451738, , ,3.59043938130068, ,5.06890420222023,Plus service,Yes
Zone 2,32,44,Unmarried,10,201,High school degree,24,No,Male,1,Yes,No,Yes,No,7.65,28,0,18.5,0,237.85,895.05,0,595,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.03470564783844,3.3322045101752, ,2.91777073208428, ,5.30330490805908,Plus service,No
Zone 1,19,25,Married,6,27,College degree,0,No,Female,2,Yes,No,Yes,No,9.55,20.5,0,34.75,0,172.55,398.95,0,620,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.25654115449264,3.02042488614436, ,3.5481795720108, ,3.29583686600433,Plus service,Yes
Zone 2,42,54,Unmarried,19,57,Some college,10,No,Female,1,No,Yes,Yes,Yes,8.7,0,47.15,11.75,47.5,356.45,0,1872.7,415,1932.35,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2.16332302566054, ,3.85333400907947,2.46385324059017,3.8607297110406,4.04305126783455,Total service,No
Zone 3,51,49,Unmarried,29,45,Did not complete high school,16,No,Male,1,No,No,Yes,No,15.7,0,0,8.5,0,815.05,0,0,400,0,No,No,No,No,No,Yes,No,No,No,2.75366071235426, , ,2.14006616349627, ,3.80666248977032,Basic service,No
Zone 2,32,22,Married,2,17,High school degree,2,No,Female,4,Yes,No,Yes,No,4.8,28,0,19,0,157.25,952.9,0,600,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.56861591791385,3.3322045101752, ,2.94443897916644, ,2.83321334405622,Plus service,Yes
Zone 3,26,55,Married,13,61,Did not complete high school,26,No,Male,2,Yes,No,Yes,No,4.25,29,0,12,0,102.45,729.15,0,300,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.44691898293633,3.36729582998647, ,2.484906649788, ,4.11087386417331,Plus service,No
Zone 2,39,44,Married,14,418,College degree,18,No,Male,2,Yes,No,Yes,No,7.05,27.5,0,17.5,0,269,1046.2,0,640,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.95302761682418,3.31418600467253, ,2.86220088092947, ,6.03548143252476,Total service,No
Zone 2,72,53,Unmarried,12,152,High school degree,32,No,Female,1,Yes,No,Yes,Yes,43.25,50.5,0,19.25,44.9,3115,3669,0,1315,3120.35,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,3.76699723337789,3.92197333628131, ,2.95751106073379,3.80443779474821,5.02388052084628,Total service,No
Zone 2,4,39,Unmarried,11,38,College degree,1,No,Male,2,Yes,No,Yes,Yes,2.8,22.75,0,13.75,30.2,9.35,103.45,0,40,76.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.02961941718116,3.12456514539696, ,2.62103882411258,3.40784192438082,3.63758615972639,Total service,Yes
Zone 2,54,50,Married,5,151,College degree,20,No,Male,3,Yes,No,Yes,Yes,21.95,40.25,0,25.75,21.8,1248.25,2030.2,0,1355,1121.05,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.08876713952118,3.69511000386457, ,3.24843462710975,3.08190996979504,5.01727983681492,Plus service,No
Zone 1,34,40,Married,21,23,College degree,9,No,Female,3,Yes,Yes,Yes,Yes,5.95,25.75,45.4,16.75,37.7,207.7,805.85,1498.85,540,1257.7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.78339121955754,3.24843462710975,3.8155121050473,2.81839825827108,3.62966009445396,3.13549421592915,Total service,No
Zone 1,20,25,Married,4,33,College degree,0,No,Female,3,Yes,No,Yes,Yes,4.55,16,0,19.25,27.05,115.65,288.75,0,365,511.25,No,No,No,Yes,Yes,No,Yes,No,Yes,1.51512723296286,2.77258872223978, ,2.95751106073379,3.29768700529249,3.49650756146648,Basic service,No
Zone 3,14,49,Unmarried,4,26,Did not complete high school,8,No,Male,1,No,No,Yes,No,6.5,0,0,14.5,0,86.7,0,0,180,0,No,No,No,No,No,No,No,No,No,1.87180217690159, , ,2.67414864942653, ,3.25809653802148,Basic service,No
Zone 1,61,59,Unmarried,26,89,Did not complete high school,40,Yes,Female,1,Yes,No,Yes,No,17.35,35,0,29.25,0,988.8,2166.8,0,1805,0,No,No,No,No,Yes,Yes,No,Yes,No,2.85359250639287,3.55534806148941, ,3.37587957367787, ,4.48863636973214,Plus service,No
Zone 2,4,24,Unmarried,2,25,College degree,0,No,Male,1,No,No,Yes,No,3.75,0,0,15.75,0,12.4,0,0,35,0,No,Yes,No,Yes,No,Yes,No,No,No,1.32175583998232, , ,2.75684036527164, ,3.2188758248682,Basic service,Yes
Zone 3,16,48,Unmarried,25,59,High school degree,13,No,Male,2,Yes,No,Yes,No,7.85,20.25,0,14,0,104.9,349.4,0,180,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.06051353179432,3.00815479355255, ,2.63905732961526, ,4.07753744390572,Plus service,Yes
Zone 1,13,41,Unmarried,9,55,High school degree,12,No,Female,3,No,No,No,No,4.85,0,0,0,0,55.65,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.57897870494939, , , , ,4.00733318523247,Basic service,No
Zone 2,53,37,Married,18,25,Some college,6,No,Female,2,No,Yes,Yes,No,9.95,0,28.65,23.5,0,558.15,0,1533.1,1170,0,Yes,No,No,Yes,No,No,No,No,Yes,2.2975725511705, ,3.35515344316075,3.15700042115011, ,3.2188758248682,E-service,Yes
Zone 2,58,36,Married,13,39,High school degree,8,No,Female,7,Yes,No,Yes,Yes,16.4,38.25,0,55.5,57.05,933.1,2355.4,0,3145,3247.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.79728133483015,3.64414356027254, ,4.01638302075239,4.04392807630808,3.66356164612965,Total service,Yes
Zone 2,25,38,Married,19,56,Did not complete high school,19,No,Female,2,No,Yes,Yes,Yes,10.55,0,31.95,32.75,23.65,290.25,0,732.95,770,578.45,No,Yes,No,No,Yes,No,No,Yes,No,2.35612585992208, ,3.46417218082354,3.48890296208126,3.16336311493794,4.02535169073515,Plus service,No
